problem,topic,subtopic,numAuthors,mixMethod,docLengthChars,docLengthToken,paragraphSplitMode,avgAuthorSectionLengthChars,avgAuthorSectionLengthTokens,borderPosChars
problem-39.txt,pm,software-development,1,A1,3114,530,WITHIN_PAR,3114,530,[]
problem-40.txt,pm,software-development,1,A1,3887,645,RANDOM,3887,645,[]
problem-41.txt,pm,planning,2,A1-A2,4146,718,END_OF_PAR,2073,359,[2663]
problem-42.txt,pm,planning,1,A1,5351,879,WITHIN_PAR,5351,879,[]
problem-43.txt,pm,planning,1,A1,2755,495,WITHIN_PAR,2755,495,[]
problem-44.txt,pm,planning,3,A1-A2-A3,4495,788,WITHIN_PAR,1498.333333,262.6666667,"[1107, 2677]"
problem-45.txt,pm,estimating,2,A1-A2-A1,6503,1121,RANDOM,2167.666667,373.6666667,"[1263, 3215]"
problem-46.txt,pm,estimating,3,A1-A2-A3,2980,524,WITHIN_PAR,993.3333333,174.6666667,"[1088, 2020]"
problem-47.txt,pm,estimating,2,A1-A2-A1,3995,701,END_OF_PAR,1331.666667,233.6666667,"[1517, 2662]"
problem-48.txt,pm,estimating,2,A1-A2-A1-A2,5120,844,END_OF_PAR,1280,211,"[1125, 2990, 4140]"
problem-49.txt,pm,estimating,1,A1,1896,309,END_OF_PAR,1896,309,[]
problem-50.txt,pm,estimating,1,A1,2298,382,END_OF_PAR,2298,382,[]
problem-51.txt,pm,estimating,1,A1,4882,799,RANDOM,4882,799,[]
problem-52.txt,pm,estimating,1,A1,3393,610,WITHIN_PAR,3393,610,[]
problem-53.txt,pm,agile,2,A1-A2-A1-A2,4913,833,WITHIN_PAR,1228.25,208.25,"[1043, 2630, 3989]"
problem-54.txt,pm,agile,3,A1-A2-A3,4127,716,END_OF_PAR,1375.666667,238.6666667,"[1158, 2387]"
problem-55.txt,pm,agile,2,A1-A2-A1,3582,631,RANDOM,1194,210.3333333,"[1027, 2016]"
problem-56.txt,pm,agile,3,A1-A2-A3,3832,607,END_OF_PAR,1277.333333,202.3333333,"[1184, 2730]"
problem-57.txt,pm,agile,1,A1,5220,878,RANDOM,5220,878,[]
problem-58.txt,pm,agile,1,A1,3307,523,END_OF_PAR,3307,523,[]
problem-59.txt,pm,agile,3,A1-A2-A3,3617,622,WITHIN_PAR,1205.666667,207.3333333,"[1697, 2624]"
problem-60.txt,pm,agile,1,A1,4014,715,WITHIN_PAR,4014,715,[]
problem-61.txt,pm,agile,1,A1,3176,518,RANDOM,3176,518,[]
problem-62.txt,pm,agile,3,A1-A2-A3,2857,515,END_OF_PAR,952.3333333,171.6666667,"[881, 1952]"
problem-63.txt,pm,agile,2,A1-A2,4483,779,RANDOM,2241.5,389.5,[2782]
problem-64.txt,pm,agile,1,A1,5205,927,END_OF_PAR,5205,927,[]
problem-65.txt,pm,agile,3,A1-A2-A3,5988,1000,RANDOM,1996,333.3333333,"[1866, 4322]"
problem-66.txt,pm,agile,1,A1,2134,370,WITHIN_PAR,2134,370,[]
problem-67.txt,pm,agile,1,A1,3062,553,END_OF_PAR,3062,553,[]
problem-68.txt,pm,agile,2,A1-A2,3975,704,END_OF_PAR,1987.5,352,[2403]
problem-69.txt,pm,agile,1,A1,2935,533,WITHIN_PAR,2935,533,[]
problem-70.txt,pm,agile,2,A1-A2,2032,326,RANDOM,1016,163,[1053]
problem-71.txt,pm,agile,1,A1,3658,617,END_OF_PAR,3658,617,[]
problem-72.txt,pm,agile,3,A1-A2-A3,6364,1041,WITHIN_PAR,2121.333333,347,"[3064, 5261]"
problem-73.txt,pm,agile,3,A1-A2-A3-A1,5716,989,RANDOM,1429,247.25,"[1030, 2986, 4566]"
problem-74.txt,pm,agile,1,A1,4340,778,WITHIN_PAR,4340,778,[]
problem-75.txt,pm,agile,1,A1,3725,640,END_OF_PAR,3725,640,[]
problem-76.txt,pm,agile,1,A1,3647,640,WITHIN_PAR,3647,640,[]
problem-77.txt,pm,agile,2,A1-A2-A1,4584,795,WITHIN_PAR,1528,265,"[1633, 2769]"
problem-78.txt,pm,agile,2,A1-A2,2779,487,WITHIN_PAR,1389.5,243.5,[1373]
problem-79.txt,pm,agile,1,A1,3219,566,RANDOM,3219,566,[]
problem-80.txt,pm,agile,1,A1,5103,843,WITHIN_PAR,5103,843,[]
problem-81.txt,pm,ms-project,3,A1-A2-A3,5704,981,RANDOM,1901.333333,327,"[2120, 3473]"
problem-82.txt,pm,ms-project,2,A1-A2-A1-A2,5158,826,END_OF_PAR,1289.5,206.5,"[1559, 2826, 4168]"
problem-83.txt,pm,ms-project,1,A1,4961,892,RANDOM,4961,892,[]
problem-84.txt,pm,ms-project,1,A1,3211,546,WITHIN_PAR,3211,546,[]
problem-85.txt,pm,kanban,1,A1,2200,386,WITHIN_PAR,2200,386,[]
problem-86.txt,pm,kanban,3,A1-A2-A3,5235,897,END_OF_PAR,1745,299,"[1870, 3839]"
problem-87.txt,pm,kanban,3,A1-A2-A3,3683,663,RANDOM,1227.666667,221,"[1314, 2592]"
problem-88.txt,pm,kanban,1,A1,5153,897,WITHIN_PAR,5153,897,[]
problem-89.txt,pm,kanban,3,A1-A2-A3,4022,686,END_OF_PAR,1340.666667,228.6666667,"[1308, 2562]"
problem-90.txt,pm,kanban,1,A1,2870,498,WITHIN_PAR,2870,498,[]
problem-91.txt,pm,team-management,1,A1,5788,1004,END_OF_PAR,5788,1004,[]
problem-92.txt,pm,team-management,2,A1-A2,4346,729,RANDOM,2173,364.5,[1398]
problem-93.txt,pm,team-management,3,A1-A2-A3,4386,791,RANDOM,1462,263.6666667,"[1847, 3079]"
problem-94.txt,pm,team-management,1,A1,3767,600,RANDOM,3767,600,[]
problem-95.txt,pm,team-management,1,A1,3380,613,END_OF_PAR,3380,613,[]
problem-96.txt,pm,team-management,3,A1-A2-A3,3630,651,RANDOM,1210,217,"[1462, 2711]"
problem-97.txt,pm,team-management,1,A1,2763,491,WITHIN_PAR,2763,491,[]
problem-98.txt,pm,team-management,3,A1-A2-A3,5296,968,RANDOM,1765.333333,322.6666667,"[1827, 3302]"
problem-99.txt,pm,communication,1,A1,4207,725,RANDOM,4207,725,[]
problem-100.txt,pm,communication,1,A1,3748,639,RANDOM,3748,639,[]
problem-101.txt,pm,communication,2,A1-A2-A1,3725,668,RANDOM,1241.666667,222.6666667,"[910, 2552]"
problem-102.txt,pm,communication,2,A1-A2-A1,5397,948,RANDOM,1799,316,"[1642, 3994]"
problem-103.txt,pm,communication,1,A1,5506,861,WITHIN_PAR,5506,861,[]
problem-104.txt,pm,communication,3,A1-A2-A3,4079,733,WITHIN_PAR,1359.666667,244.3333333,"[1823, 2870]"
problem-105.txt,gaming,pc,3,A1-A2-A3,3760,641,END_OF_PAR,1253.333333,213.6666667,"[1697, 2648]"
problem-106.txt,gaming,pc,2,A1-A2-A1-A2,5243,904,WITHIN_PAR,1310.75,226,"[1303, 2300, 4203]"
problem-107.txt,gaming,pc,1,A1,4194,755,WITHIN_PAR,4194,755,[]
problem-108.txt,gaming,pc,1,A1,2584,479,END_OF_PAR,2584,479,[]
problem-109.txt,gaming,steam,1,A1,5339,911,END_OF_PAR,5339,911,[]
problem-110.txt,gaming,steam,2,A1-A2,4451,799,END_OF_PAR,2225.5,399.5,[2362]
problem-111.txt,gaming,steam,1,A1,5375,935,END_OF_PAR,5375,935,[]
problem-112.txt,gaming,steam,2,A1-A2-A1,3521,614,WITHIN_PAR,1173.666667,204.6666667,"[1117, 2166]"
problem-113.txt,gaming,steam,1,A1,4413,780,RANDOM,4413,780,[]
problem-114.txt,gaming,steam,2,A1-A2,3718,637,END_OF_PAR,1859,318.5,[2745]
problem-115.txt,gaming,steam,2,A1-A2-A1,3196,561,RANDOM,1065.333333,187,"[1322, 2275]"
problem-116.txt,gaming,steam,1,A1,2104,355,END_OF_PAR,2104,355,[]
problem-117.txt,gaming,steam,3,A1-A2-A3,5561,947,RANDOM,1853.666667,315.6666667,"[3491, 4454]"
problem-118.txt,gaming,steam,2,A1-A2,3502,616,RANDOM,1751,308,[1442]
problem-119.txt,gaming,steam,1,A1,2427,431,WITHIN_PAR,2427,431,[]
problem-120.txt,gaming,steam,3,A1-A2-A3,5621,925,END_OF_PAR,1873.666667,308.3333333,"[3741, 4681]"
problem-121.txt,gaming,steam,1,A1,5048,909,RANDOM,5048,909,[]
problem-122.txt,gaming,steam,1,A1,3945,701,WITHIN_PAR,3945,701,[]
problem-123.txt,gaming,diablo-3,2,A1-A2-A1-A2,6036,1099,WITHIN_PAR,1509,274.75,"[1057, 2357, 4397]"
problem-124.txt,gaming,diablo-3,2,A1-A2-A1-A2,4288,764,WITHIN_PAR,1072,191,"[944, 2093, 3301]"
problem-125.txt,gaming,diablo-3,1,A1,4071,689,RANDOM,4071,689,[]
problem-126.txt,gaming,diablo-3,3,A1-A2-A3,5176,924,END_OF_PAR,1725.333333,308,"[2677, 4142]"
problem-127.txt,gaming,diablo-3,1,A1,4891,869,END_OF_PAR,4891,869,[]
problem-128.txt,gaming,diablo-3,3,A1-A2-A3,4873,896,RANDOM,1624.333333,298.6666667,"[1428, 4003]"
problem-129.txt,gaming,diablo-3,1,A1,4180,722,RANDOM,4180,722,[]
problem-130.txt,gaming,diablo-3,1,A1,3318,623,END_OF_PAR,3318,623,[]
problem-131.txt,gaming,diablo-3,2,A1-A2,3542,635,END_OF_PAR,1771,317.5,[2539]
problem-132.txt,gaming,diablo-3,1,A1,2588,485,END_OF_PAR,2588,485,[]
problem-133.txt,gaming,diablo-3,1,A1,2465,434,END_OF_PAR,2465,434,[]
problem-134.txt,gaming,diablo-3,1,A1,2426,410,END_OF_PAR,2426,410,[]
problem-135.txt,gaming,diablo-3,2,A1-A2-A1-A2,4849,876,WITHIN_PAR,1212.25,219,"[1213, 2462, 3404]"
problem-136.txt,gaming,diablo-3,1,A1,2454,426,RANDOM,2454,426,[]
problem-137.txt,gaming,diablo-3,3,A1-A2-A3,4040,716,WITHIN_PAR,1346.666667,238.6666667,"[2009, 3064]"
problem-138.txt,gaming,diablo-3,3,A1-A2-A3,5053,910,RANDOM,1684.333333,303.3333333,"[914, 2317]"
problem-139.txt,gaming,diablo-3,1,A1,4011,727,END_OF_PAR,4011,727,[]
problem-140.txt,gaming,diablo-3,2,A1-A2,2474,431,END_OF_PAR,1237,215.5,[1542]
problem-141.txt,gaming,diablo-3,1,A1,2959,539,WITHIN_PAR,2959,539,[]
problem-142.txt,gaming,diablo-3,1,A1,3827,688,END_OF_PAR,3827,688,[]
problem-143.txt,gaming,diablo-3,1,A1,3166,555,RANDOM,3166,555,[]
problem-144.txt,gaming,diablo-3,3,A1-A2-A3,5236,930,END_OF_PAR,1745.333333,310,"[1655, 3574]"
problem-145.txt,gaming,diablo-3,1,A1,2629,459,END_OF_PAR,2629,459,[]
problem-146.txt,gaming,diablo-3,1,A1,2975,526,RANDOM,2975,526,[]
problem-147.txt,gaming,diablo-3,3,A1-A2-A3-A1,5960,1050,WITHIN_PAR,1490,262.5,"[1310, 3913, 5010]"
problem-148.txt,gaming,diablo-3,3,A1-A2-A3,5317,922,WITHIN_PAR,1772.333333,307.3333333,"[2147, 3732]"
problem-149.txt,gaming,diablo-3,1,A1,3458,599,WITHIN_PAR,3458,599,[]
problem-150.txt,gaming,diablo-3,2,A1-A2,2094,369,RANDOM,1047,184.5,[920]
problem-151.txt,gaming,diablo-3,1,A1,4931,905,WITHIN_PAR,4931,905,[]
problem-152.txt,gaming,diablo-3,1,A1,2838,495,RANDOM,2838,495,[]
problem-153.txt,gaming,diablo-3,2,A1-A2-A1,3853,696,WITHIN_PAR,1284.333333,232,"[1089, 2917]"
problem-154.txt,gaming,diablo-3,3,A1-A2-A3,5248,945,WITHIN_PAR,1749.333333,315,"[1969, 3128]"
problem-155.txt,gaming,diablo-3,1,A1,2514,453,WITHIN_PAR,2514,453,[]
problem-156.txt,gaming,diablo-3,1,A1,3618,646,END_OF_PAR,3618,646,[]
problem-157.txt,gaming,diablo-3,3,A1-A2-A3,4456,790,RANDOM,1485.333333,263.3333333,"[2156, 3177]"
problem-158.txt,gaming,diablo-3,3,A1-A2-A3,4689,805,END_OF_PAR,1563,268.3333333,"[1468, 2919]"
problem-159.txt,gaming,diablo-3,2,A1-A2,3303,572,WITHIN_PAR,1651.5,286,[1159]
problem-160.txt,gaming,diablo-3,2,A1-A2,3660,659,END_OF_PAR,1830,329.5,[1249]
problem-161.txt,gaming,starcraft-2,1,A1,2567,498,RANDOM,2567,498,[]
problem-162.txt,gaming,starcraft-2,2,A1-A2-A1,4925,876,RANDOM,1641.666667,292,"[1593, 3622]"
problem-163.txt,gaming,starcraft-2,1,A1,3985,694,END_OF_PAR,3985,694,[]
problem-164.txt,gaming,starcraft-2,2,A1-A2,4443,802,END_OF_PAR,2221.5,401,[2079]
problem-165.txt,gaming,starcraft-2,2,A1-A2-A1-A2,5174,941,END_OF_PAR,1293.5,235.25,"[1132, 2099, 3112]"
problem-166.txt,gaming,starcraft-2,3,A1-A2-A3,5661,1036,END_OF_PAR,1887,345.3333333,"[901, 3358]"
problem-167.txt,gaming,starcraft-2,1,A1,2215,387,END_OF_PAR,2215,387,[]
problem-168.txt,gaming,starcraft-2,2,A1-A2,2600,456,RANDOM,1300,228,[1108]
problem-169.txt,gaming,starcraft-2,3,A1-A2-A3,4285,741,END_OF_PAR,1428.333333,247,"[1374, 3140]"
problem-170.txt,gaming,starcraft-2,1,A1,4619,813,END_OF_PAR,4619,813,[]
problem-171.txt,gaming,starcraft-2,3,A1-A2-A3,5316,941,WITHIN_PAR,1772,313.6666667,"[1431, 4013]"
problem-172.txt,gaming,starcraft-2,2,A1-A2,2766,472,RANDOM,1383,236,[1360]
problem-173.txt,gaming,starcraft-2,2,A1-A2-A1-A2,5072,938,RANDOM,1268,234.5,"[1473, 2602, 3721]"
problem-174.txt,gaming,starcraft-2,3,A1-A2-A3,5188,938,END_OF_PAR,1729.333333,312.6666667,"[3135, 4220]"
problem-175.txt,gaming,starcraft-2,2,A1-A2-A1-A2,5234,974,END_OF_PAR,1308.5,243.5,"[1537, 2597, 3543]"
problem-176.txt,gaming,starcraft-2,1,A1,2143,402,END_OF_PAR,2143,402,[]
problem-177.txt,gaming,starcraft-2,1,A1,2128,394,WITHIN_PAR,2128,394,[]
problem-178.txt,gaming,starcraft-2,1,A1,5351,981,WITHIN_PAR,5351,981,[]
problem-179.txt,gaming,starcraft-2,1,A1,4339,760,END_OF_PAR,4339,760,[]
problem-180.txt,gaming,starcraft-2,1,A1,2466,419,WITHIN_PAR,2466,419,[]
problem-181.txt,gaming,starcraft-2,1,A1,3924,680,END_OF_PAR,3924,680,[]
problem-182.txt,gaming,starcraft-2,3,A1-A2-A3,3778,708,WITHIN_PAR,1259.333333,236,"[1241, 2431]"
problem-183.txt,gaming,starcraft-2,1,A1,3231,585,RANDOM,3231,585,[]
problem-184.txt,gaming,starcraft-2,1,A1,2396,450,RANDOM,2396,450,[]
problem-185.txt,gaming,starcraft-2,1,A1,3672,677,RANDOM,3672,677,[]
problem-186.txt,gaming,starcraft-2,1,A1,4556,817,RANDOM,4556,817,[]
problem-187.txt,gaming,starcraft-2,2,A1-A2-A1,4539,826,END_OF_PAR,1513,275.3333333,"[1357, 2542]"
problem-188.txt,gaming,starcraft-2,3,A1-A2-A3,3749,681,END_OF_PAR,1249.666667,227,"[1442, 2893]"
problem-189.txt,gaming,minecraft-commands,3,A1-A2-A3,3105,551,RANDOM,1035,183.6666667,"[1051, 2112]"
problem-190.txt,gaming,minecraft-commands,1,A1,4883,861,END_OF_PAR,4883,861,[]
problem-191.txt,gaming,minecraft-commands,1,A1,2466,454,END_OF_PAR,2466,454,[]
problem-192.txt,gaming,minecraft-commands,3,A1-A2-A3,5628,1009,END_OF_PAR,1876,336.3333333,"[2550, 4314]"
problem-193.txt,gaming,technical-issues,3,A1-A2-A3,3809,858,END_OF_PAR,1269.666667,286,"[1002, 2786]"
problem-194.txt,gaming,technical-issues,1,A1,2623,487,END_OF_PAR,2623,487,[]
problem-195.txt,gaming,technical-issues,1,A1,4892,822,RANDOM,4892,822,[]
problem-196.txt,gaming,technical-issues,2,A1-A2,2229,574,RANDOM,1114.5,287,[1137]
problem-197.txt,gaming,technical-issues,1,A1,4820,823,WITHIN_PAR,4820,823,[]
problem-198.txt,gaming,technical-issues,2,A1-A2-A1,3338,952,END_OF_PAR,1112.666667,317.3333333,"[1020, 2321]"
problem-199.txt,gaming,league-of-legends,1,A1,3505,603,END_OF_PAR,3505,603,[]
problem-200.txt,gaming,league-of-legends,1,A1,1807,336,RANDOM,1807,336,[]
problem-201.txt,gaming,league-of-legends,1,A1,3717,646,RANDOM,3717,646,[]
problem-202.txt,gaming,league-of-legends,1,A1,2211,413,RANDOM,2211,413,[]
problem-203.txt,gaming,league-of-legends,2,A1-A2,2635,473,END_OF_PAR,1317.5,236.5,[1651]
problem-204.txt,gaming,league-of-legends,2,A1-A2,2341,415,END_OF_PAR,1170.5,207.5,[1209]
problem-205.txt,gaming,league-of-legends,3,A1-A2-A3,5615,1031,WITHIN_PAR,1871.666667,343.6666667,"[2786, 3854]"
problem-206.txt,gaming,league-of-legends,2,A1-A2-A1,6419,1104,END_OF_PAR,2139.666667,368,"[2271, 4507]"
problem-207.txt,gaming,league-of-legends,1,A1,3071,568,RANDOM,3071,568,[]
problem-208.txt,gaming,league-of-legends,3,A1-A2-A3,4721,848,RANDOM,1573.666667,282.6666667,"[2574, 3761]"
problem-209.txt,gaming,league-of-legends,1,A1,4209,762,WITHIN_PAR,4209,762,[]
problem-210.txt,gaming,league-of-legends,3,A1-A2-A3-A1,5720,986,RANDOM,1430,246.5,"[1121, 3056, 4242]"
problem-211.txt,gaming,league-of-legends,2,A1-A2-A1-A2,5705,1036,RANDOM,1426.25,259,"[1586, 2890, 4691]"
problem-212.txt,gaming,league-of-legends,3,A1-A2-A3,5406,989,END_OF_PAR,1802,329.6666667,"[1060, 3578]"
problem-213.txt,gaming,league-of-legends,2,A1-A2,4196,754,WITHIN_PAR,2098,377,[1907]
problem-214.txt,gaming,league-of-legends,1,A1,3973,695,RANDOM,3973,695,[]
problem-215.txt,gaming,league-of-legends,1,A1,3842,640,END_OF_PAR,3842,640,[]
problem-216.txt,gaming,league-of-legends,1,A1,5664,986,WITHIN_PAR,5664,986,[]
problem-217.txt,gaming,league-of-legends,1,A1,5333,984,RANDOM,5333,984,[]
problem-218.txt,gaming,league-of-legends,2,A1-A2-A1-A2,4864,843,END_OF_PAR,1216,210.75,"[1708, 2716, 3741]"
problem-219.txt,gaming,league-of-legends,1,A1,2630,452,WITHIN_PAR,2630,452,[]
problem-220.txt,gaming,league-of-legends,1,A1,3032,548,WITHIN_PAR,3032,548,[]
problem-221.txt,gaming,league-of-legends,3,A1-A2-A1-A3,4697,831,END_OF_PAR,1174.25,207.75,"[1045, 2722, 3767]"
problem-222.txt,gaming,league-of-legends,3,A1-A2-A3,3607,646,WITHIN_PAR,1202.333333,215.3333333,"[1376, 2458]"
problem-223.txt,gaming,league-of-legends,3,A1-A2-A3,3801,638,END_OF_PAR,1267,212.6666667,"[1391, 2576]"
problem-224.txt,gaming,league-of-legends,1,A1,3057,540,WITHIN_PAR,3057,540,[]
problem-225.txt,gaming,league-of-legends,1,A1,3937,680,END_OF_PAR,3937,680,[]
problem-226.txt,gaming,league-of-legends,3,A1-A2-A3,4668,858,WITHIN_PAR,1556,286,"[2709, 3708]"
problem-227.txt,gaming,league-of-legends,2,A1-A2,4109,734,RANDOM,2054.5,367,[2370]
problem-228.txt,gaming,league-of-legends,1,A1,2135,378,WITHIN_PAR,2135,378,[]
problem-229.txt,gaming,pokemon-go,1,A1,4830,877,WITHIN_PAR,4830,877,[]
problem-230.txt,gaming,pokemon-go,3,A1-A2-A3,4329,784,WITHIN_PAR,1443,261.3333333,"[1233, 2387]"
problem-231.txt,gaming,pokemon-go,2,A1-A2-A1,3397,644,WITHIN_PAR,1132.333333,214.6666667,"[967, 2415]"
problem-232.txt,gaming,pokemon-go,1,A1,2502,448,END_OF_PAR,2502,448,[]
problem-233.txt,gaming,pokemon-go,1,A1,1862,364,WITHIN_PAR,1862,364,[]
problem-234.txt,gaming,pokemon-go,1,A1,4515,796,END_OF_PAR,4515,796,[]
problem-235.txt,gaming,pokemon-go,2,A1-A2-A1,5275,950,END_OF_PAR,1758.333333,316.6666667,"[878, 4145]"
problem-236.txt,gaming,pokemon-go,2,A1-A2,5595,1019,WITHIN_PAR,2797.5,509.5,[2306]
problem-237.txt,gaming,pokemon-go,1,A1,3818,660,END_OF_PAR,3818,660,[]
problem-238.txt,gaming,pokemon-go,2,A1-A2-A1,4692,875,WITHIN_PAR,1564,291.6666667,"[1227, 3710]"
problem-239.txt,gaming,minecraft,2,A1-A2-A1-A2,5174,974,WITHIN_PAR,1293.5,243.5,"[936, 2262, 3921]"
problem-240.txt,gaming,minecraft,1,A1,2521,447,WITHIN_PAR,2521,447,[]
problem-241.txt,gaming,minecraft,3,A1-A2-A3,3686,659,RANDOM,1228.666667,219.6666667,"[1773, 2695]"
problem-242.txt,gaming,minecraft,3,A1-A2-A3,3706,682,WITHIN_PAR,1235.333333,227.3333333,"[1173, 2540]"
problem-243.txt,gaming,minecraft,1,A1,5080,899,END_OF_PAR,5080,899,[]
problem-244.txt,gaming,minecraft,1,A1,2920,501,RANDOM,2920,501,[]
problem-245.txt,gaming,minecraft,1,A1,5040,896,RANDOM,5040,896,[]
problem-246.txt,gaming,minecraft,1,A1,4411,776,WITHIN_PAR,4411,776,[]
problem-247.txt,gaming,minecraft,1,A1,4251,767,RANDOM,4251,767,[]
problem-248.txt,gaming,minecraft,2,A1-A2-A1,5129,905,RANDOM,1709.666667,301.6666667,"[1715, 2889]"
problem-249.txt,gaming,minecraft,1,A1,2920,519,WITHIN_PAR,2920,519,[]
problem-250.txt,gaming,minecraft,2,A1-A2,5632,999,RANDOM,2816,499.5,[1167]
problem-251.txt,gaming,minecraft,1,A1,4440,789,END_OF_PAR,4440,789,[]
problem-252.txt,gaming,minecraft,2,A1-A2,5503,960,END_OF_PAR,2751.5,480,[2780]
problem-253.txt,gaming,minecraft,1,A1,2342,430,WITHIN_PAR,2342,430,[]
problem-254.txt,gaming,minecraft,3,A1-A2-A3,3361,602,WITHIN_PAR,1120.333333,200.6666667,"[1450, 2378]"
problem-255.txt,gaming,minecraft,3,A1-A2-A3-A1,5254,952,RANDOM,1313.5,238,"[1037, 2884, 4208]"
problem-256.txt,gaming,minecraft,1,A1,4388,784,WITHIN_PAR,4388,784,[]
problem-257.txt,gaming,minecraft,1,A1,2430,428,RANDOM,2430,428,[]
problem-258.txt,gaming,minecraft,1,A1,3600,653,END_OF_PAR,3600,653,[]
problem-259.txt,gaming,minecraft,3,A1-A2-A3,4390,783,RANDOM,1463.333333,261,"[1298, 2863]"
problem-260.txt,gaming,minecraft,1,A1,4668,829,WITHIN_PAR,4668,829,[]
problem-261.txt,gaming,minecraft,3,A1-A2-A3,3737,669,WITHIN_PAR,1245.666667,223,"[1583, 2482]"
problem-262.txt,gaming,minecraft,2,A1-A2,4791,859,END_OF_PAR,2395.5,429.5,[1365]
problem-263.txt,gaming,minecraft,3,A1-A2-A3,3829,701,RANDOM,1276.333333,233.6666667,"[1474, 2699]"
problem-264.txt,gaming,minecraft,3,A1-A2-A3,3451,631,WITHIN_PAR,1150.333333,210.3333333,"[1428, 2369]"
problem-265.txt,gaming,skyrim,1,A1,2980,519,RANDOM,2980,519,[]
problem-266.txt,gaming,skyrim,2,A1-A2-A1-A2,4120,739,WITHIN_PAR,1030,184.75,"[1191, 2212, 3156]"
problem-267.txt,gaming,skyrim,1,A1,2476,438,WITHIN_PAR,2476,438,[]
